src,dst,proto,sport,dport,pkt_count,byte_count,duration,avg_pkt_size,flags_score
10.0.0.88,10.0.0.2,UDP,63995,53,1,228,0.0,228.0,0.0
10.0.0.88,10.0.0.2,UDP,42788,53,1,228,0.0,228.0,0.0
10.0.0.88,10.0.0.2,UDP,46361,53,1,228,0.0,228.0,0.0
10.0.0.88,10.0.0.2,UDP,47756,53,1,228,0.0,228.0,0.0
10.0.0.88,10.0.0.2,UDP,48410,53,1,228,0.0,228.0,0.0
10.0.0.88,10.0.0.2,UDP,43970,53,1,228,0.0,228.0,0.0
10.0.0.88,10.0.0.2,UDP,55202,53,1,228,0.0,228.0,0.0
10.0.0.88,10.0.0.2,UDP,54733,53,1,228,0.0,228.0,0.0
10.0.0.88,10.0.0.2,UDP,50585,53,1,228,0.0,228.0,0.0
10.0.0.88,10.0.0.2,UDP,45089,53,1,228,0.0,228.0,0.0
10.0.0.88,10.0.0.2,UDP,46205,53,1,228,0.0,228.0,0.0
10.0.0.88,10.0.0.2,UDP,45777,53,1,228,0.0,228.0,0.0
10.0.0.88,10.0.0.2,UDP,56270,53,1,228,0.0,228.0,0.0
10.0.0.88,10.0.0.2,UDP,54908,53,1,228,0.0,228.0,0.0
10.0.0.88,10.0.0.2,UDP,48747,53,1,228,0.0,228.0,0.0
10.0.0.88,10.0.0.2,UDP,61925,53,1,228,0.0,228.0,0.0
10.0.0.88,10.0.0.2,UDP,58185,53,1,228,0.0,228.0,0.0
10.0.0.88,10.0.0.2,UDP,61417,53,1,228,0.0,228.0,0.0
10.0.0.88,10.0.0.2,UDP,46719,53,1,228,0.0,228.0,0.0
10.0.0.88,10.0.0.2,UDP,63081,53,1,228,0.0,228.0,0.0
10.0.0.88,10.0.0.2,UDP,44270,53,1,228,0.0,228.0,0.0
10.0.0.55,10.0.0.2,TCP,59377,80,1,61,0.0,61.0,0.8
10.0.0.88,10.0.0.2,UDP,44073,53,1,228,0.0,228.0,0.0
10.0.0.88,10.0.0.2,UDP,60526,53,1,228,0.0,228.0,0.0
10.0.0.88,10.0.0.2,UDP,63810,53,1,228,0.0,228.0,0.0
10.0.0.88,10.0.0.2,UDP,44290,53,1,228,0.0,228.0,0.0
10.0.0.88,10.0.0.2,UDP,53738,53,1,228,0.0,228.0,0.0
10.0.0.88,10.0.0.2,UDP,57106,53,1,228,0.0,228.0,0.0
10.0.0.88,10.0.0.2,UDP,50766,53,1,228,0.0,228.0,0.0
10.0.0.88,10.0.0.2,UDP,42209,53,1,228,0.0,228.0,0.0
10.0.0.88,10.0.0.2,UDP,51302,53,1,228,0.0,228.0,0.0
10.0.0.88,10.0.0.2,UDP,45320,53,1,228,0.0,228.0,0.0
10.0.0.88,10.0.0.2,UDP,47691,53,1,228,0.0,228.0,0.0
10.0.0.88,10.0.0.2,UDP,45369,53,1,228,0.0,228.0,0.0
10.0.0.88,10.0.0.2,UDP,53797,53,1,228,0.0,228.0,0.0
10.0.0.55,10.0.0.2,TCP,51257,80,1,61,0.0,61.0,0.8
10.0.0.88,10.0.0.2,UDP,55953,53,1,228,0.0,228.0,0.0
10.0.0.88,10.0.0.2,UDP,49090,53,1,228,0.0,228.0,0.0
10.0.0.88,10.0.0.2,UDP,55339,53,1,228,0.0,228.0,0.0
10.0.0.88,10.0.0.2,UDP,46577,53,1,228,0.0,228.0,0.0
10.0.0.88,10.0.0.2,UDP,47136,53,1,228,0.0,228.0,0.0
10.0.0.88,10.0.0.2,UDP,63725,53,1,228,0.0,228.0,0.0
10.0.0.88,10.0.0.2,UDP,55540,53,1,228,0.0,228.0,0.0
10.0.0.88,10.0.0.2,UDP,45198,53,1,228,0.0,228.0,0.0
10.0.0.88,10.0.0.2,UDP,51628,53,1,228,0.0,228.0,0.0
10.0.0.55,10.0.0.2,TCP,55668,80,1,61,0.0,61.0,0.8
10.0.0.88,10.0.0.2,UDP,52494,53,1,228,0.0,228.0,0.0
10.0.0.88,10.0.0.2,UDP,60073,53,1,228,0.0,228.0,0.0
10.0.0.88,10.0.0.2,UDP,60141,53,1,228,0.0,228.0,0.0
10.0.0.88,10.0.0.2,UDP,56946,53,1,228,0.0,228.0,0.0
10.0.0.55,10.0.0.2,TCP,42355,80,1,61,0.0,61.0,0.8
10.0.0.88,10.0.0.2,UDP,54273,53,1,228,0.0,228.0,0.0
10.0.0.88,10.0.0.2,UDP,54580,53,1,228,0.0,228.0,0.0
10.0.0.88,10.0.0.2,UDP,53404,53,1,228,0.0,228.0,0.0
10.0.0.88,10.0.0.2,UDP,63276,53,1,228,0.0,228.0,0.0
10.0.0.88,10.0.0.2,UDP,49129,53,1,228,0.0,228.0,0.0
10.0.0.88,10.0.0.2,UDP,40554,53,1,228,0.0,228.0,0.0
10.0.0.88,10.0.0.2,UDP,60847,53,1,228,0.0,228.0,0.0
10.0.0.88,10.0.0.2,UDP,62500,53,1,228,0.0,228.0,0.0
10.0.0.88,10.0.0.2,UDP,46143,53,1,228,0.0,228.0,0.0
10.0.0.88,10.0.0.2,UDP,44774,53,1,228,0.0,228.0,0.0
10.0.0.88,10.0.0.2,UDP,41260,53,1,228,0.0,228.0,0.0
10.0.0.88,10.0.0.2,UDP,51434,53,1,228,0.0,228.0,0.0
10.0.0.88,10.0.0.2,UDP,50973,53,1,228,0.0,228.0,0.0
10.0.0.88,10.0.0.2,UDP,45951,53,1,228,0.0,228.0,0.0
10.0.0.88,10.0.0.2,UDP,41242,53,1,228,0.0,228.0,0.0
10.0.0.88,10.0.0.2,UDP,51172,53,1,228,0.0,228.0,0.0
10.0.0.88,10.0.0.2,UDP,53290,53,1,228,0.0,228.0,0.0
10.0.0.88,10.0.0.2,UDP,58963,53,1,228,0.0,228.0,0.0
10.0.0.88,10.0.0.2,UDP,62338,53,1,228,0.0,228.0,0.0
10.0.0.88,10.0.0.2,UDP,46703,53,1,228,0.0,228.0,0.0
10.0.0.55,10.0.0.2,TCP,44909,80,1,61,0.0,61.0,0.8
10.0.0.88,10.0.0.2,UDP,62855,53,1,228,0.0,228.0,0.0
10.0.0.88,10.0.0.2,UDP,43749,53,1,228,0.0,228.0,0.0
10.0.0.55,10.0.0.2,TCP,50767,80,1,61,0.0,61.0,0.8
10.0.0.55,10.0.0.2,TCP,40687,80,1,61,0.0,61.0,0.8
10.0.0.55,10.0.0.2,TCP,41650,80,1,61,0.0,61.0,0.8
10.0.0.55,10.0.0.2,TCP,50618,80,1,61,0.0,61.0,0.8
10.0.0.55,10.0.0.2,TCP,46868,80,1,61,0.0,61.0,0.8
10.0.0.55,10.0.0.2,TCP,56903,80,1,61,0.0,61.0,0.8
10.0.0.55,10.0.0.2,TCP,48340,80,1,61,0.0,61.0,0.8
10.0.0.55,10.0.0.2,TCP,44761,80,1,61,0.0,61.0,0.8
10.0.0.55,10.0.0.2,TCP,57328,80,1,61,0.0,61.0,0.8
10.0.0.55,10.0.0.2,TCP,53732,80,1,61,0.0,61.0,0.8
10.0.0.55,10.0.0.2,TCP,42563,80,1,61,0.0,61.0,0.8
10.0.0.55,10.0.0.2,TCP,62186,80,1,61,0.0,61.0,0.8
10.0.0.55,10.0.0.2,TCP,58790,80,1,61,0.0,61.0,0.8
10.0.0.55,10.0.0.2,TCP,54746,80,1,61,0.0,61.0,0.8
10.0.0.55,10.0.0.2,TCP,57862,80,1,61,0.0,61.0,0.8
10.0.0.55,10.0.0.2,TCP,49728,80,1,61,0.0,61.0,0.8
10.0.0.55,10.0.0.2,TCP,45663,80,1,61,0.0,61.0,0.8
10.0.0.55,10.0.0.2,TCP,53949,80,1,61,0.0,61.0,0.8
10.0.0.55,10.0.0.2,TCP,50742,80,1,61,0.0,61.0,0.8
10.0.0.55,10.0.0.2,TCP,44983,80,1,61,0.0,61.0,0.8
10.0.0.55,10.0.0.2,TCP,42568,80,1,61,0.0,61.0,0.8
10.0.0.55,10.0.0.2,TCP,41151,80,1,61,0.0,61.0,0.8
10.0.0.55,10.0.0.2,TCP,52045,80,1,61,0.0,61.0,0.8
10.0.0.55,10.0.0.2,TCP,58970,80,1,61,0.0,61.0,0.8
10.0.0.55,10.0.0.2,TCP,62297,80,1,61,0.0,61.0,0.8
10.0.0.55,10.0.0.2,TCP,60176,80,1,61,0.0,61.0,0.8
10.0.0.55,10.0.0.2,TCP,56996,80,1,61,0.0,61.0,0.8
10.0.0.55,10.0.0.2,TCP,42272,80,1,61,0.0,61.0,0.8
10.0.0.55,10.0.0.2,TCP,61226,80,1,61,0.0,61.0,0.8
10.0.0.55,10.0.0.2,TCP,48226,80,1,61,0.0,61.0,0.8
10.0.0.55,10.0.0.2,TCP,40577,80,1,61,0.0,61.0,0.8
10.0.0.55,10.0.0.2,TCP,63310,80,1,61,0.0,61.0,0.8
10.0.0.55,10.0.0.2,TCP,54382,80,1,61,0.0,61.0,0.8
10.0.0.55,10.0.0.2,TCP,42746,80,1,61,0.0,61.0,0.8
10.0.0.55,10.0.0.2,TCP,64659,80,1,61,0.0,61.0,0.8
10.0.0.55,10.0.0.2,TCP,48888,80,1,61,0.0,61.0,0.8
10.0.0.55,10.0.0.2,TCP,51199,80,1,61,0.0,61.0,0.8
10.0.0.55,10.0.0.2,TCP,61531,80,1,61,0.0,61.0,0.8
10.0.0.55,10.0.0.2,TCP,61809,80,1,61,0.0,61.0,0.8
10.0.0.55,10.0.0.2,TCP,64979,80,1,61,0.0,61.0,0.8
10.0.0.55,10.0.0.2,TCP,63340,80,1,61,0.0,61.0,0.8
10.0.0.55,10.0.0.2,TCP,50300,80,1,61,0.0,61.0,0.8
10.0.0.55,10.0.0.2,TCP,62528,80,1,61,0.0,61.0,0.8
10.0.0.55,10.0.0.2,TCP,43615,80,1,61,0.0,61.0,0.8
10.0.0.55,10.0.0.2,TCP,49675,80,1,61,0.0,61.0,0.8
10.0.0.55,10.0.0.2,TCP,56769,80,1,61,0.0,61.0,0.8
10.0.0.55,10.0.0.2,TCP,63264,80,1,61,0.0,61.0,0.8
10.0.0.55,10.0.0.2,TCP,48152,80,1,61,0.0,61.0,0.8
10.0.0.55,10.0.0.2,TCP,47880,80,1,61,0.0,61.0,0.8
10.0.0.55,10.0.0.2,TCP,59299,80,1,61,0.0,61.0,0.8
10.0.0.55,10.0.0.2,TCP,59707,80,1,61,0.0,61.0,0.8
10.0.0.55,10.0.0.2,TCP,42896,80,1,61,0.0,61.0,0.8
10.0.0.55,10.0.0.2,TCP,54428,80,1,61,0.0,61.0,0.8
10.0.0.55,10.0.0.2,TCP,42791,80,1,61,0.0,61.0,0.8
10.0.0.55,10.0.0.2,TCP,55811,80,1,61,0.0,61.0,0.8
10.0.0.55,10.0.0.2,TCP,41592,80,1,61,0.0,61.0,0.8
10.0.0.55,10.0.0.2,TCP,52004,80,1,61,0.0,61.0,0.8
10.0.0.55,10.0.0.2,TCP,42605,80,1,61,0.0,61.0,0.8
10.0.0.55,10.0.0.2,TCP,55638,80,1,61,0.0,61.0,0.8
10.0.0.55,10.0.0.2,TCP,55725,80,1,61,0.0,61.0,0.8
10.0.0.55,10.0.0.2,TCP,60988,80,1,61,0.0,61.0,0.8
10.0.0.55,10.0.0.2,TCP,61039,80,1,61,0.0,61.0,0.8
10.0.0.55,10.0.0.2,TCP,45887,80,1,61,0.0,61.0,0.8
10.0.0.55,10.0.0.2,TCP,60761,80,1,61,0.0,61.0,0.8
10.0.0.55,10.0.0.2,TCP,57189,80,1,61,0.0,61.0,0.8
